GCF_000005845.2_ASM584v2	GCF/000/005/845/GCF_000005845.2_ASM584v2	eco	GCF/000/005/845	Escherichia coli K-12 MG1655
GCA_001713435.1_ASM171343v1	GCA/001/713/435/GCA_001713435.1_ASM171343v1	blas	GCA/001/713/435	Blastomonas sp. RAC04
GCA_003431825.1_ASM343182v1	GCA/003/431/825/GCA_003431825.1_ASM343182v1	bfw	GCA/003/431/825	Blastomonas fulva
GCA_002355275.1_ASM235527v1	GCA/002/355/275/GCA_002355275.1_ASM235527v1	rdi	GCA/002/355/275	Rhizorhabdus dicambivorans
GCA_000013005.1_ASM1300v1	GCA/000/013/005/GCA_000013005.1_ASM1300v1	eli	GCA/000/013/005	Erythrobacter litoralis HTCC2594
GCA_001719165.1_ASM171916v1	GCA/001/719/165/GCA_001719165.1_ASM171916v1	elq	GCA/001/719/165	Erythrobacter litoralis DSM 8509
GCA_001077815.2_ASM107781v2	GCA/001/077/815/GCA_001077815.2_ASM107781v2	ery	GCA/001/077/815	Erythrobacter sp. s21-N3
GCA_001886695.1_ASM188669v1	GCA/001/886/695/GCA_001886695.1_ASM188669v1	egn	GCA/001/886/695	Erythrobacter gangjinensis
GCA_002237615.1_ASM223761v1	GCA/002/237/615/GCA_002237615.1_ASM223761v1	efv	GCA/002/237/615	Erythrobacter flavus
GCA_003264115.1_ASM326411v1	GCA/003/264/115/GCA_003264115.1_ASM326411v1	erk	GCA/003/264/115	Erythrobacter sp. KY5
GCA_003355455.1_ASM335545v1	GCA/003/355/455/GCA_003355455.1_ASM335545v1	err	GCA/003/355/455	Erythrobacter sp. YH-07
GCA_001008165.2_ASM100816v2	GCA/001/008/165/GCA_001008165.2_ASM100816v2	aay	GCA/001/008/165	Altererythrobacter atlanticus
GCA_001028625.1_ASM102862v1	GCA/001/028/625/GCA_001028625.1_ASM102862v1	amx	GCA/001/028/625	Altererythrobacter marensis
GCA_001281485.1_ASM128148v1	GCA/001/281/485/GCA_001281485.1_ASM128148v1	aep	GCA/001/281/485	Altererythrobacter epoxidivorans
GCA_001687545.1_ASM168754v1	GCA/001/687/545/GCA_001687545.1_ASM168754v1	anh	GCA/001/687/545	Altererythrobacter namhicola
GCA_001698205.1_ASM169820v1	GCA/001/698/205/GCA_001698205.1_ASM169820v1	ado	GCA/001/698/205	Altererythrobacter dongtanensis
GCA_003569745.1_ASM356974v1	GCA/003/569/745/GCA_003569745.1_ASM356974v1	alb	GCA/003/569/745	Altererythrobacter sp. B11
GCA_001028705.1_ASM102870v1	GCA/001/028/705/GCA_001028705.1_ASM102870v1	cna	GCA/001/028/705	Croceicoccus naphthovorans
GCA_001661675.2_ASM166167v2	GCA/001/661/675/GCA_001661675.2_ASM166167v2	cman	GCA/001/661/675	Croceicoccus marinus
GCA_001663175.1_ASM166317v1	GCA/001/663/175/GCA_001663175.1_ASM166317v1	pns	GCA/001/663/175	Porphyrobacter neustonensis
GCA_001720465.1_ASM172046v1	GCA/001/720/465/GCA_001720465.1_ASM172046v1	porl	GCA/001/720/465	Porphyrobacter sp. LM 6
GCA_002952215.1_ASM295221v1	GCA/002/952/215/GCA_002952215.1_ASM295221v1	phz	GCA/002/952/215	Porphyrobacter HT-58-2
GCA_000011685.1_ASM1168v1	GCA/000/011/685/GCA_000011685.1_ASM1168v1	gox	GCA/000/011/685	Gluconobacter oxydans 621H
GCA_000311765.1_ASM31176v1	GCA/000/311/765/GCA_000311765.1_ASM31176v1	goh	GCA/000/311/765	Gluconobacter oxydans H24
GCA_000583855.1_ASM58385v1	GCA/000/583/855/GCA_000583855.1_ASM58385v1	goy	GCA/000/583/855	Gluconobacter oxydans DSM 3504
GCA_002005485.1_ASM200548v1	GCA/002/005/485/GCA_002005485.1_ASM200548v1	gal	GCA/002/005/485	Gluconobacter albidus
GCA_000014285.2_ASM1428v2	GCA/000/014/285/GCA_000014285.2_ASM1428v2	gbe	GCA/000/014/285	Granulibacter bethesdensis CGDNIH1
GCA_000576185.2_ASM57618v2	GCA/000/576/185/GCA_000576185.2_ASM57618v2	gbh	GCA/000/576/185	Granulibacter bethesdensis CGDNIH2
GCA_000576085.1_ASM57608v1	GCA/000/576/085/GCA_000576085.1_ASM57608v1	gbc	GCA/000/576/085	Granulibacter bethesdensis CGDNIH3
GCA_000576145.2_ASM57614v2	GCA/000/576/145/GCA_000576145.2_ASM57614v2	gbs	GCA/000/576/145	Granulibacter bethesdensis CGDNIH4
GCA_000016725.1_ASM1672v1	GCA/000/016/725/GCA_000016725.1_ASM1672v1	acr	GCA/000/016/725	Acidiphilium cryptum
GCA_000202835.1_ASM20283v1	GCA/000/202/835/GCA_000202835.1_ASM20283v1	amv	GCA/000/202/835	Acidiphilium multivorum
GCA_000067045.1_ASM6704v1	GCA/000/067/045/GCA_000067045.1_ASM6704v1	gdi	GCA/000/067/045	Gluconacetobacter diazotrophicus PA1 5 (Brazil)
GCA_000021325.1_ASM2132v1	GCA/000/021/325/GCA_000021325.1_ASM2132v1	gdj	GCA/000/021/325	Gluconacetobacter diazotrophicus PA1 5 (JGI)
GCA_000182745.1_ASM18274v1	GCA/000/182/745/GCA_000182745.1_ASM18274v1	gxy	GCA/000/182/745	Komagataeibacter medellinensis
GCA_000550765.1_ASM55076v1	GCA/000/550/765/GCA_000550765.1_ASM55076v1	gxl	GCA/000/550/765	Komagataeibacter xylinus
GCA_002009295.1_ASM200929v1	GCA/002/009/295/GCA_002009295.1_ASM200929v1	kna	GCA/002/009/295	Komagataeibacter nataicola
GCA_002173515.1_ASM217351v1	GCA/002/173/515/GCA_002173515.1_ASM217351v1	keu	GCA/002/173/515	Komagataeibacter europaeus
GCA_003546645.1_ASM354664v1	GCA/003/546/645/GCA_003546645.1_ASM354664v1	ksc	GCA/003/546/645	Komagataeibacter saccharivorans
GCA_000010825.1_ASM1082v1	GCA/000/010/825/GCA_000010825.1_ASM1082v1	apt	GCA/000/010/825	Acetobacter pasteurianus IFO 3283-01
GCA_000010945.1_ASM1094v1	GCA/000/010/945/GCA_000010945.1_ASM1094v1	apw	GCA/000/010/945	Acetobacter pasteurianus IFO 3283-01-42C
GCA_000010845.1_ASM1084v1	GCA/000/010/845/GCA_000010845.1_ASM1084v1	apf	GCA/000/010/845	Acetobacter pasteurianus IFO 3283-03
GCA_000010865.1_ASM1086v1	GCA/000/010/865/GCA_000010865.1_ASM1086v1	apu	GCA/000/010/865	Acetobacter pasteurianus IFO 3283-07
GCA_000010965.1_ASM1096v1	GCA/000/010/965/GCA_000010965.1_ASM1096v1	apg	GCA/000/010/965	Acetobacter pasteurianus IFO 3283-12
GCA_000010885.1_ASM1088v1	GCA/000/010/885/GCA_000010885.1_ASM1088v1	apq	GCA/000/010/885	Acetobacter pasteurianus IFO 3283-22
GCA_000010905.1_ASM1090v1	GCA/000/010/905/GCA_000010905.1_ASM1090v1	apx	GCA/000/010/905	Acetobacter pasteurianus IFO 3283-26
GCA_000010925.1_ASM1092v1	GCA/000/010/925/GCA_000010925.1_ASM1092v1	apz	GCA/000/010/925	Acetobacter pasteurianus IFO 3283-32
GCA_000723785.1_AP1	GCA/000/723/785/GCA_000723785.1_AP1	apk	GCA/000/723/785	Acetobacter pasteurianus 386B
GCA_001499615.1_Acetobacter_senegalensis_108B	GCA/001/499/615/GCA_001499615.1_Acetobacter_senegalensis_108B	asz	GCA/001/499/615	Acetobacter senegalensis
GCA_001628715.1_ASM162871v1	GCA/001/628/715/GCA_001628715.1_ASM162871v1	asv	GCA/001/628/715	Acetobacter oryzifermentans
GCA_002005445.1_ASM200544v1	GCA/002/005/445/GCA_002005445.1_ASM200544v1	aace	GCA/002/005/445	Acetobacter aceti
GCA_002006565.1_ASM200656v1	GCA/002/006/565/GCA_002006565.1_ASM200656v1	aper	GCA/002/006/565	Acetobacter persici
GCA_002456135.1_ASM245613v1	GCA/002/456/135/GCA_002456135.1_ASM245613v1	apom	GCA/002/456/135	Acetobacter pomorum
GCA_002549835.1_ASM254983v1	GCA/002/549/835/GCA_002549835.1_ASM254983v1	ato	GCA/002/549/835	Acetobacter tropicalis
GCA_001766235.1_ASM176623v1	GCA/001/766/235/GCA_001766235.1_ASM176623v1	aasc	GCA/001/766/235	Acetobacter ascendens
GCA_003323795.1_ASM332379v1	GCA/003/323/795/GCA_003323795.1_ASM332379v1	acet	GCA/003/323/795	Acetobacter sp. JWB
GCA_001547995.1_ASM154799v1	GCA/001/547/995/GCA_001547995.1_ASM154799v1	abg	GCA/001/547/995	Asaia bogorensis
GCA_001787335.1_ASM178733v1	GCA/001/787/335/GCA_001787335.1_ASM178733v1	kba	GCA/001/787/335	Kozakia baliensis
GCA_001941945.1_ASM194194v1	GCA/001/941/945/GCA_001941945.1_ASM194194v1	rgi	GCA/001/941/945	Roseomonas gilardii
GCA_002754815.1_ASM275481v1	GCA/002/754/815/GCA_002754815.1_ASM275481v1	ros	GCA/002/754/815	Roseomonas sp. FDAARGOS_362
GCA_002005465.1_ASM200546v1	GCA/002/005/465/GCA_002005465.1_ASM200546v1	nch	GCA/002/005/465	Neoasaia chiangmaiensis
GCA_003691365.1_ASM369136v1	GCA/003/691/365/GCA_003691365.1_ASM369136v1	coq	GCA/003/691/365	Commensalibacter sp. AMU001
GCF_000013085.1_ASM1308v1	GCF/000/013/085/GCF_000013085.1_ASM1308v1	rru	GCF/000/013/085	Rhodospirillum rubrum ATCC 11170
GCA_000225955.1_ASM22595v1	GCA/000/225/955/GCA_000225955.1_ASM22595v1	rrf	GCA/000/225/955	Rhodospirillum rubrum F11
GCA_000016185.1_ASM1618v1	GCA/000/016/185/GCA_000016185.1_ASM1618v1	rce	GCA/000/016/185	Rhodospirillum centenum
GCA_000284415.2_ASM28441v2	GCA/000/284/415/GCA_000284415.2_ASM28441v2	rpm	GCA/000/284/415	Pararhodospirillum photometricum
GCA_000009985.1_ASM998v1	GCA/000/009/985/GCA_000009985.1_ASM998v1	mag	GCA/000/009/985	Magnetospirillum magneticum
GCA_000513295.1_MGMSRv2	GCA/000/513/295/GCA_000513295.1_MGMSRv2	mgy	GCA/000/513/295	Magnetospirillum gryphiswaldense MSR-1 v2
GCA_002995515.1_ASM299551v1	GCA/002/995/515/GCA_002995515.1_ASM299551v1	mgry	GCA/002/995/515	Magnetospirillum gryphiswaldense MSR-1
GCA_001511835.1_XM-1	GCA/001/511/835/GCA_001511835.1_XM-1	magx	GCA/001/511/835	Magnetospirillum sp. XM-1
GCA_002105535.1_ASM210553v1	GCA/002/105/535/GCA_002105535.1_ASM210553v1	magn	GCA/002/105/535	Magnetospirillum sp. ME-1
GCA_000010725.1_ASM1072v1	GCA/000/010/725/GCA_000010725.1_ASM1072v1	azl	GCA/000/010/725	Azospirillum sp. B510
GCA_000283655.1_ASM28365v1	GCA/000/283/655/GCA_000283655.1_ASM28365v1	ali	GCA/000/283/655	Azospirillum lipoferum
GCA_000237365.1_ASM23736v1	GCA/000/237/365/GCA_000237365.1_ASM23736v1	abs	GCA/000/237/365	Azospirillum brasilense Sp245
GCA_000632475.2_ASM63247v2	GCA/000/632/475/GCA_000632475.2_ASM63247v2	abq	GCA/000/632/475	Azospirillum brasilense Az39
GCA_001315015.1_ASM131501v1	GCA/001/315/015/GCA_001315015.1_ASM131501v1	abf	GCA/001/315/015	Azospirillum brasilense Sp7
GCA_001305595.1_ASM130559v1	GCA/001/305/595/GCA_001305595.1_ASM130559v1	ati	GCA/001/305/595	Azospirillum thiophilum
GCA_001639105.2_ASM163910v2	GCA/001/639/105/GCA_001639105.2_ASM163910v2	ahu	GCA/001/639/105	Azospirillum humicireducens
GCA_003119115.1_ASM311911v1	GCA/003/119/115/GCA_003119115.1_ASM311911v1	azt	GCA/003/119/115	Azospirillum sp. TSH58
GCA_003233655.1_ASM323365v1	GCA/003/233/655/GCA_003233655.1_ASM323365v1	azm	GCA/003/233/655	Azospirillum sp. M2T2B2
GCA_000264455.2_ASM26445v2	GCA/000/264/455/GCA_000264455.2_ASM26445v2	tmo	GCA/000/264/455	Tistrella mobilis
GCA_000319385.1_ASM31938v1	GCA/000/319/385/GCA_000319385.1_ASM31938v1	thal	GCA/000/319/385	Candidatus Endolissoclinum faulkneri L2
GCA_000510265.1_ASM51026v1	GCA/000/510/265/GCA_000510265.1_ASM51026v1	efk	GCA/000/510/265	Candidatus Endolissoclinum faulkneri L5
GCA_000300235.2_ASM30023v2	GCA/000/300/235/GCA_000300235.2_ASM30023v2	txi	GCA/000/300/235	Thalassospira xiamenensis
GCA_002844375.1_ASM284437v1	GCA/002/844/375/GCA_002844375.1_ASM284437v1	thac	GCA/002/844/375	Thalassospira marina
GCA_003403095.1_ASM340309v1	GCA/003/403/095/GCA_003403095.1_ASM340309v1	tii	GCA/003/403/095	Thalassospira indica
GCA_000968135.1_ASM96813v1	GCA/000/968/135/GCA_000968135.1_ASM96813v1	magq	GCA/000/968/135	Magnetospira sp. QH-2
GCA_001611975.1_ASM161197v1	GCA/001/611/975/GCA_001611975.1_ASM161197v1	hjo	GCA/001/611/975	Haematospirillum jordaniae
GCA_000730165.2_ASM73016v2	GCA/000/730/165/GCA_000730165.2_ASM73016v2	nao	GCA/000/730/165	Nitrospirillum amazonense
GCA_002868735.1_ASM286873v1	GCA/002/868/735/GCA_002868735.1_ASM286873v1	ncb	GCA/002/868/735	Niveispirillum cyanobacteriorum
GCA_000152825.2_ASM15282v2	GCA/000/152/825/GCA_000152825.2_ASM15282v2	pbr	GCA/000/152/825	Parvularcula bermudensis
GCA_000014865.1_ASM1486v1	GCA/000/014/865/GCA_000014865.1_ASM1486v1	mgm	GCA/000/014/865	Magnetococcus marinus
GCA_000012345.1_ASM1234v1	GCA/000/012/345/GCA_000012345.1_ASM1234v1	pub	GCA/000/012/345	Candidatus Pelagibacter ubique
GCA_000195085.1_ASM19508v1	GCA/000/195/085/GCA_000195085.1_ASM19508v1	pel	GCA/000/195/085	Candidatus Pelagibacter sp. IMCC9063
GCA_000299115.1_ASM29911v1	GCA/000/299/115/GCA_000299115.1_ASM29911v1	apc	GCA/000/299/115	Alpha proteobacterium HIMB59
GCA_000299095.1_ASM29909v1	GCA/000/299/095/GCA_000299095.1_ASM29909v1	apm	GCA/000/299/095	Alpha proteobacterium HIMB5
GCA_000226315.1_ASM22631v1	GCA/000/226/315/GCA_000226315.1_ASM22631v1	mai	GCA/000/226/315	Micavibrio aeruginosavorus ARL-13
GCA_000348745.1_ASM34874v1	GCA/000/348/745/GCA_000348745.1_ASM34874v1	man	GCA/000/348/745	Micavibrio aeruginosavorus EPB
GCA_000192745.1_ASM19274v1	GCA/000/192/745/GCA_000192745.1_ASM19274v1	pgv	GCA/000/192/745	Polymorphum gilvum
GCA_003008515.1_ASM300851v1	GCA/003/008/515/GCA_003008515.1_ASM300851v1	phr	GCA/003/008/515	Phreatobacter sp. S-12
GCA_000024465.1_ASM2446v1	GCA/000/024/465/GCA_000024465.1_ASM2446v1	apb	GCA/000/024/465	Candidatus Puniceispirillum marinum
GCA_000020825.1_ASM2082v1	GCA/000/020/825/GCA_000020825.1_ASM2082v1	afe	GCA/000/020/825	Acidithiobacillus ferrooxidans ATCC 53993
GCA_000021485.1_ASM2148v1	GCA/000/021/485/GCA_000021485.1_ASM2148v1	afr	GCA/000/021/485	Acidithiobacillus ferrooxidans ATCC 23270
GCA_000221025.1_ASM22102v1	GCA/000/221/025/GCA_000221025.1_ASM22102v1	acu	GCA/000/221/025	Acidithiobacillus caldus SM-1
GCA_000175575.2_ASM17557v2	GCA/000/175/575/GCA_000175575.2_ASM17557v2	acz	GCA/000/175/575	Acidithiobacillus caldus ATCC 51756
GCA_000214095.3_ASM21409v3	GCA/000/214/095/GCA_000214095.3_ASM21409v3	afi	GCA/000/214/095	Acidithiobacillus ferrivorans
GCA_002795805.1_ASM279580v1	GCA/002/795/805/GCA_002795805.1_ASM279580v1	maes	GCA/002/795/805	Mariprofundus aestuarium
GCA_002795825.1_ASM279582v1	GCA/002/795/825/GCA_002795825.1_ASM279582v1	mfn	GCA/002/795/825	Mariprofundus ferrinatatus
GCA_003574215.1_ASM357421v1	GCA/003/574/215/GCA_003574215.1_ASM357421v1	htl	GCA/003/574/215	Hydrogenophilus thermoluteolus
GCF_000009045.1_ASM904v1	GCF/000/009/045/GCF_000009045.1_ASM904v1	bsu	GCF/000/009/045	Bacillus subtilis subsp. subtilis 168
GCA_000227485.1_ASM22748v1	GCA/000/227/485/GCA_000227485.1_ASM22748v1	bsr	GCA/000/227/485	Bacillus subtilis subsp. subtilis RO-NN-1
GCA_000321395.1_ASM32139v1	GCA/000/321/395/GCA_000321395.1_ASM32139v1	bsl	GCA/000/321/395	Bacillus subtilis subsp. subtilis BSP1
GCA_000344745.1_ASM34474v1	GCA/000/344/745/GCA_000344745.1_ASM34474v1	bsh	GCA/000/344/745	Bacillus subtilis subsp. subtilis 6051-HGW
GCA_000349795.1_ASM34979v1	GCA/000/349/795/GCA_000349795.1_ASM34979v1	bsy	GCA/000/349/795	Bacillus subtilis subsp. subtilis BAB-1
GCA_000699525.1_ASM69952v1	GCA/000/699/525/GCA_000699525.1_ASM69952v1	bsut	GCA/000/699/525	Bacillus subtilis subsp. subtilis AG1839
GCA_000699465.1_ASM69946v1	GCA/000/699/465/GCA_000699465.1_ASM69946v1	bsul	GCA/000/699/465	Bacillus subtilis subsp. subtilis JH642
GCA_000706705.1_ASM70670v1	GCA/000/706/705/GCA_000706705.1_ASM70670v1	bsus	GCA/000/706/705	Bacillus subtilis subsp. subtilis OH 131.1
GCA_000146565.1_ASM14656v1	GCA/000/146/565/GCA_000146565.1_ASM14656v1	bss	GCA/000/146/565	Bacillus subtilis subsp. spizizenii W23
GCA_000227465.1_ASM22746v1	GCA/000/227/465/GCA_000227465.1_ASM22746v1	bst	GCA/000/227/465	Bacillus subtilis subsp. spizizenii TU-B-10
GCA_000209795.2_ASM20979v2	GCA/000/209/795/GCA_000209795.2_ASM20979v2	bso	GCA/000/209/795	Bacillus subtilis subsp. natto BEST195
GCA_000186745.1_ASM18674v1	GCA/000/186/745/GCA_000186745.1_ASM18674v1	bsn	GCA/000/186/745	Bacillus subtilis BSn5
GCA_000293765.1_ASM29376v1	GCA/000/293/765/GCA_000293765.1_ASM29376v1	bsq	GCA/000/293/765	Bacillus subtilis QB928
GCA_000338735.1_ASM33873v1	GCA/000/338/735/GCA_000338735.1_ASM33873v1	bsx	GCA/000/338/735	Bacillus subtilis XF-1
GCA_000497485.1_ASM49748v1	GCA/000/497/485/GCA_000497485.1_ASM49748v1	bsp	GCA/000/497/485	Bacillus subtilis PY79
GCA_000011645.1_ASM1164v1	GCA/000/011/645/GCA_000011645.1_ASM1164v1	bli	GCA/000/011/645	Bacillus licheniformis ATCC 14580
GCA_000008425.1_ASM842v1	GCA/000/008/425/GCA_000008425.1_ASM842v1	bld	GCA/000/008/425	Bacillus licheniformis DSM 13 = ATCC 14580
GCA_000408885.1_ASM40888v1	GCA/000/408/885/GCA_000408885.1_ASM40888v1	blh	GCA/000/408/885	Bacillus paralicheniformis
GCA_000015785.1_ASM1578v1	GCA/000/015/785/GCA_000015785.1_ASM1578v1	bay	GCA/000/015/785	Bacillus velezensis FZB42
GCA_000283695.1_ASM28369v1	GCA/000/283/695/GCA_000283695.1_ASM28369v1	baq	GCA/000/283/695	Bacillus velezensis CAU B946
GCA_000284395.1_ASM28439v1	GCA/000/284/395/GCA_000284395.1_ASM28439v1	bya	GCA/000/284/395	Bacillus velezensis YAU B9601-Y2
GCA_000319475.1_ASM31947v1	GCA/000/319/475/GCA_000319475.1_ASM31947v1	bamp	GCA/000/319/475	Bacillus velezensis AS43.3
GCA_000341875.1_ASM34187v1	GCA/000/341/875/GCA_000341875.1_ASM34187v1	baml	GCA/000/341/875	Bacillus velezensis UCMB5036
GCA_000455565.1_ucmb5033v1	GCA/000/455/565/GCA_000455565.1_ucmb5033v1	bama	GCA/000/455/565	Bacillus velezensis UCMB5033
GCA_000455585.1_ucmb5113v1	GCA/000/455/585/GCA_000455585.1_ucmb5113v1	bamn	GCA/000/455/585	Bacillus velezensis UCMB5113
GCA_000493375.1_BAPNAU_WGS	GCA/000/493/375/GCA_000493375.1_BAPNAU_WGS	bamb	GCA/000/493/375	Bacillus velezensis NAU-B3
GCA_000583065.1_ASM58306v1	GCA/000/583/065/GCA_000583065.1_ASM58306v1	bamt	GCA/000/583/065	Bacillus velezensis TrigoCor1448
GCA_000685725.1_ASM68572v1	GCA/000/685/725/GCA_000685725.1_ASM68572v1	bamy	GCA/000/685/725	Bacillus velezensis SQR9
GCA_000769555.1_ASM76955v1	GCA/000/769/555/GCA_000769555.1_ASM76955v1	bmp	GCA/000/769/555	Bacillus velezensis
GCA_000196735.1_ASM19673v1	GCA/000/196/735/GCA_000196735.1_ASM19673v1	bao	GCA/000/196/735	Bacillus amyloliquefaciens DSM 7
GCA_000195515.1_ASM19551v1	GCA/000/195/515/GCA_000195515.1_ASM19551v1	baz	GCA/000/195/515	Bacillus amyloliquefaciens TA208
GCA_000204275.1_ASM20427v1	GCA/000/204/275/GCA_000204275.1_ASM20427v1	bql	GCA/000/204/275	Bacillus amyloliquefaciens LL3
GCA_000221645.1_ASM22164v1	GCA/000/221/645/GCA_000221645.1_ASM22164v1	bxh	GCA/000/221/645	Bacillus amyloliquefaciens XH7
GCA_000262385.1_ASM26238v1	GCA/000/262/385/GCA_000262385.1_ASM26238v1	bqy	GCA/000/262/385	Bacillus amyloliquefaciens Y2
GCA_000242855.2_ASM24285v2	GCA/000/242/855/GCA_000242855.2_ASM24285v2	bami	GCA/000/242/855	Bacillus amyloliquefaciens IT-45
GCA_000494835.1_ASM49483v1	GCA/000/494/835/GCA_000494835.1_ASM49483v1	bamc	GCA/000/494/835	Bacillus amyloliquefaciens CC178
GCA_000508265.1_ASM50826v1	GCA/000/508/265/GCA_000508265.1_ASM50826v1	bamf	GCA/000/508/265	Bacillus amyloliquefaciens LFB112
GCA_000165925.1_ASM16592v1	GCA/000/165/925/GCA_000165925.1_ASM16592v1	bae	GCA/000/165/925	Bacillus atrophaeus 1942
GCA_002113805.1_ASM211380v1	GCA/002/113/805/GCA_002113805.1_ASM211380v1	bvm	GCA/002/113/805	Bacillus vallismortis
GCA_000011145.1_ASM1114v1	GCA/000/011/145/GCA_000011145.1_ASM1114v1	bha	GCA/000/011/145	Bacillus halodurans
GCF_000007845.1_ASM784v1	GCF/000/007/845/GCF_000007845.1_ASM784v1	ban	GCF/000/007/845	Bacillus anthracis Ames
GCA_000008445.1_ASM844v1	GCA/000/008/445/GCA_000008445.1_ASM844v1	bar	GCA/000/008/445	Bacillus anthracis Ames Ancestor
GCF_000008165.1_ASM816v1	GCF/000/008/165/GCF_000008165.1_ASM816v1	bat	GCF/000/008/165	Bacillus anthracis Sterne
GCA_000021445.1_ASM2144v1	GCA/000/021/445/GCA_000021445.1_ASM2144v1	bah	GCA/000/021/445	Bacillus anthracis CDC 684
GCA_000022865.1_ASM2286v1	GCA/000/022/865/GCA_000022865.1_ASM2286v1	bai	GCA/000/022/865	Bacillus anthracis A0248
GCA_000258885.1_ASM25888v1	GCA/000/258/885/GCA_000258885.1_ASM25888v1	bax	GCA/000/258/885	Bacillus anthracis H9401
GCA_000512835.2_ASM51283v2	GCA/000/512/835/GCA_000512835.2_ASM51283v2	bant	GCA/000/512/835	Bacillus anthracis A16
GCA_000512775.2_ASM51277v2	GCA/000/512/775/GCA_000512775.2_ASM51277v2	banr	GCA/000/512/775	Bacillus anthracis A16R
GCA_000583105.1_ASM58310v1	GCA/000/583/105/GCA_000583105.1_ASM58310v1	bans	GCA/000/583/105	Bacillus anthracis SVA11
GCA_000725325.1_ASM72532v1	GCA/000/725/325/GCA_000725325.1_ASM72532v1	banh	GCA/000/725/325	Bacillus anthracis HYU01
GCA_000742895.1_ASM74289v1	GCA/000/742/895/GCA_000742895.1_ASM74289v1	banv	GCA/000/742/895	Bacillus anthracis Vollum
GCF_000007825.1_ASM782v1	GCF/000/007/825/GCF_000007825.1_ASM782v1	bce	GCF/000/007/825	Bacillus cereus ATCC 14579
GCA_000008005.1_ASM800v1	GCA/000/008/005/GCA_000008005.1_ASM800v1	bca	GCA/000/008/005	Bacillus cereus ATCC 10987
GCA_000011625.1_ASM1162v1	GCA/000/011/625/GCA_000011625.1_ASM1162v1	bcz	GCA/000/011/625	Bacillus cereus E33L
GCA_000021225.1_ASM2122v1	GCA/000/021/225/GCA_000021225.1_ASM2122v1	bcr	GCA/000/021/225	Bacillus cereus AH187
GCA_000021205.1_ASM2120v1	GCA/000/021/205/GCA_000021205.1_ASM2120v1	bcb	GCA/000/021/205	Bacillus cereus B4264
GCA_000021785.1_ASM2178v1	GCA/000/021/785/GCA_000021785.1_ASM2178v1	bcu	GCA/000/021/785	Bacillus cereus AH820
GCA_000021305.1_ASM2130v1	GCA/000/021/305/GCA_000021305.1_ASM2130v1	bcg	GCA/000/021/305	Bacillus cereus G9842
GCA_000013065.1_ASM1306v1	GCA/000/013/065/GCA_000013065.1_ASM1306v1	bcq	GCA/000/013/065	Bacillus cereus Q1
GCA_000022505.1_ASM2250v1	GCA/000/022/505/GCA_000022505.1_ASM2250v1	bcx	GCA/000/022/505	Bacillus cereus 03BB102
GCA_000143605.1_ASM14360v1	GCA/000/143/605/GCA_000143605.1_ASM14360v1	bal	GCA/000/143/605	Bacillus cereus biovar anthracis CI
GCA_000283675.1_ASM28367v1	GCA/000/283/675/GCA_000283675.1_ASM28367v1	bnc	GCA/000/283/675	Bacillus cereus NC7401
GCA_000239195.1_ASM23919v1	GCA/000/239/195/GCA_000239195.1_ASM23919v1	bcf	GCA/000/239/195	Bacillus cereus F837/76
GCA_000292415.1_ASM29241v1	GCA/000/292/415/GCA_000292415.1_ASM29241v1	bcer	GCA/000/292/415	Bacillus cereus FRI-35
GCA_000724585.1_ASM72458v1	GCA/000/724/585/GCA_000724585.1_ASM72458v1	bcef	GCA/000/724/585	Bacillus cereus FT9
GCA_000017425.1_ASM1742v1	GCA/000/017/425/GCA_000017425.1_ASM1742v1	bcy	GCA/000/017/425	Bacillus cytotoxicus
GCF_000008505.1_ASM850v1	GCF/000/008/505/GCF_000008505.1_ASM850v1	btk	GCF/000/008/505	Bacillus thuringiensis serovar konkukian 97-27
GCA_000015065.1_ASM1506v1	GCA/000/015/065/GCA_000015065.1_ASM1506v1	btl	GCA/000/015/065	Bacillus thuringiensis Al Hakam
GCA_000092165.1_ASM9216v1	GCA/000/092/165/GCA_000092165.1_ASM9216v1	btb	GCA/000/092/165	Bacillus thuringiensis BMB171
GCA_000338755.1_ASM33875v1	GCA/000/338/755/GCA_000338755.1_ASM33875v1	btt	GCA/000/338/755	Bacillus thuringiensis serovar kurstaki HD73
GCA_000688795.1_ASM68879v1	GCA/000/688/795/GCA_000688795.1_ASM68879v1	bthr	GCA/000/688/795	Bacillus thuringiensis serovar kurstaki YBT-1520
GCA_000717535.1_ASM71753v1	GCA/000/717/535/GCA_000717535.1_ASM71753v1	bthi	GCA/000/717/535	Bacillus thuringiensis serovar kurstaki HD-1
GCA_000193355.1_ASM19335v1	GCA/000/193/355/GCA_000193355.1_ASM19335v1	btc	GCA/000/193/355	Bacillus thuringiensis serovar chinensis CT-43
GCA_000190515.1_ASM19051v1	GCA/000/190/515/GCA_000190515.1_ASM19051v1	btf	GCA/000/190/515	Bacillus thuringiensis serovar finitimus YBT-020
GCA_000300475.1_ASM30047v1	GCA/000/300/475/GCA_000300475.1_ASM30047v1	btm	GCA/000/300/475	Bacillus thuringiensis MC28
GCA_000306745.1_ASM30674v1	GCA/000/306/745/GCA_000306745.1_ASM30674v1	btg	GCA/000/306/745	Bacillus thuringiensis Bt407
